rxnorm_id,rxnorm_name,meddra_id,meddra_name
349407,"treprostinil 1 MG/ML Injectable Solution",10037394,"Pulmonary haemorrhage"
349407,"treprostinil 1 MG/ML Injectable Solution",10018964,Haemoptysis
349407,"treprostinil 1 MG/ML Injectable Solution",10005134,"Bleeding tendency"
349407,"treprostinil 1 MG/ML Injectable Solution",10020850,Hyperthyroidism
349407,"treprostinil 1 MG/ML Injectable Solution",10015090,Epistaxis
349407,"treprostinil 1 MG/ML Injectable Solution",10018991,"Haemorrhage of digestive tract"
207331,"Nitrostat 0.3 MG Sublingual Tablet",10021639,Incontinence
207331,"Nitrostat 0.3 MG Sublingual Tablet",10016092,"Faecal incontinence"
207331,"Nitrostat 0.3 MG Sublingual Tablet",10021639,Incontinence
207331,"Nitrostat 0.3 MG Sublingual Tablet",10016256,Fatigue
207331,"Nitrostat 0.3 MG Sublingual Tablet",10012735,Diarrhoea
207331,"Nitrostat 0.3 MG Sublingual Tablet",10028813,Nausea
207331,"Nitrostat 0.3 MG Sublingual Tablet",10025421,Macule
207331,"Nitrostat 0.3 MG Sublingual Tablet",10023084,Itching
207331,"Nitrostat 0.3 MG Sublingual Tablet",10038198,Redness
207331,"Nitrostat 0.3 MG Sublingual Tablet",10012431,Dermatitis
207331,"Nitrostat 0.3 MG Sublingual Tablet",10012442,"Dermatitis contact"
207331,"Nitrostat 0.3 MG Sublingual Tablet",10037844,Rash
207331,"Nitrostat 0.3 MG Sublingual Tablet",10012431,Dermatitis
207331,"Nitrostat 0.3 MG Sublingual Tablet",10012442,"Dermatitis contact"
207331,"Nitrostat 0.3 MG Sublingual Tablet",10001738,Allergy
207331,"Nitrostat 0.3 MG Sublingual Tablet",10020751,Hypersensitivity
207331,"Nitrostat 0.3 MG Sublingual Tablet",10015123,Erethism
207331,"Nitrostat 0.3 MG Sublingual Tablet",10040000,"Sensation of heaviness"
207331,"Nitrostat 0.3 MG Sublingual Tablet",10019211,Headache
207331,"Nitrostat 0.3 MG Sublingual Tablet",10016825,Flushing
207331,"Nitrostat 0.3 MG Sublingual Tablet",10016334,"Feeling hot"
207331,"Nitrostat 0.3 MG Sublingual Tablet",10002034,Anaemia
207331,"Nitrostat 0.3 MG Sublingual Tablet",10030095,Oedema
207331,"Nitrostat 0.3 MG Sublingual Tablet",10033557,Palpitations
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10016173,Fall
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10017577,"Gait disturbance"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10016256,Fatigue
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10008479,"Chest pain"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10037660,Pyrexia
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10003549,Asthenia
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10016322,"Feeling abnormal"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10025482,Malaise
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10018867,Haematuria
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10021639,Incontinence
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10036018,Pollakiuria
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10028334,"Muscle spasms"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10028372,"Muscular weakness"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10003988,"Back pain"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10025421,Macule
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10015150,Erythema
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10020642,Hyperhidrosis
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10019362,"Heavy sweating"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10018999,"Haemorrhage subcutaneous"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10014184,Eczema
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10019670,"Hepatic function abnormal"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10038776,Retching
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10013082,Discomfort
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10000059,"Abdominal discomfort"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10017853,Gastritis
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10017860,"Gastritis atrophic"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10003694,Atrophy
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10014893,Enterocolitis
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10017822,"Gastric ulcer"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10013946,Dyspepsia
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10000060,"Abdominal distension"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10017853,Gastritis
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10013082,Discomfort
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10000087,"Abdominal pain upper"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10010774,Constipation
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10000081,"Abdominal pain"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10012735,Diarrhoea
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10028813,Nausea
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10017944,"Gastrointestinal disorder"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10011224,Cough
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10016825,Flushing
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10021097,Hypotension
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10020772,Hypertension
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10033557,Palpitations
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10016565,Fibrillation
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10003658,"Atrial fibrillation"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10015856,Extrasystoles
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10015856,Extrasystoles
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10023560,"Labyrinthine disorders"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10015832,"Extrapyramidal disorder"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10033775,Paraesthesia
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10020765,Hypersomnia
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10024264,Lethargy
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10034010,Parkinsonism
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10012267,Dementia
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10012271,"Dementia Alzheimer's type"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10013578,"Dizziness postural"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10010904,Convulsion
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10024855,"Loss of consciousness"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10013573,Dizziness
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10019211,Headache
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10029202,"Nervous system disorder"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10019070,"Hallucination, auditory"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10019075,"Hallucination, visual"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10012378,Depression
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10019063,Hallucination
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10038743,Restlessness
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10012218,Delirium
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10002855,Anxiety
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10001488,Aggression
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10002368,Anger
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10001497,Agitation
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10022437,Insomnia
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10012174,Dehydration
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10027011,Measles
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10037858,"Rash generalised"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10013687,"Drug eruption"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10030095,Oedema
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10016029,"Face oedema"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10037087,Pruritus
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10023084,Itching
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10037844,Rash
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10020751,Hypersensitivity
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10015123,Erethism
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10002034,Anaemia
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10021789,Infection
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10011781,Cystitis
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10034835,Pharyngitis
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10021789,Infection
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10016373,"Feelings of weakness"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10028411,Myalgia
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10039020,Rhabdomyolysis
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10028303,"Muscle dissolution"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10019717,Hepatitis
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10037578,Pustule
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10025421,Macule
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10015150,Erythema
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10037660,Pyrexia
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10037578,Pustule
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10037844,Rash
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10019252,"Heart block"
860901,"galantamine HBr 4 MG in 1 mL Oral Solution",10006093,Bradycardia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10022714,"Intestinal ulcer"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10013836,"Duodenal ulcer"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10017822,"Gastric ulcer"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10033557,Palpitations
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10007152,Candidiasis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10025482,Malaise
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10037660,Pyrexia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10029829,Numbness
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10019211,Headache
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10002034,Anaemia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10019670,"Hepatic function abnormal"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10014893,Enterocolitis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10013864,Duodenitis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10018386,Glossitis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10010774,Constipation
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10005265,Bloating
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10000060,"Abdominal distension"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10028813,Nausea
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10030216,Oesophagitis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10000081,"Abdominal pain"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10012735,Diarrhoea
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10037844,Rash
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10020751,Hypersensitivity
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10015123,Erethism
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10022714,"Intestinal ulcer"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10013836,"Duodenal ulcer"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10017822,"Gastric ulcer"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10030182,"Oesophageal reflux"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10017884,"Gastrooesophageal reflux"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10030216,Oesophagitis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10038263,"Reflux oesophagitis"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10002243,"Anastomotic ulcer"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10022714,"Intestinal ulcer"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10013836,"Duodenal ulcer"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10017822,"Gastric ulcer"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10018800,Gynaecomastia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10016423,Feminisation
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10030095,Oedema
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10021027,Hypomagnesaemia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10028372,"Muscular weakness"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10028411,Myalgia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10033557,Palpitations
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10036018,Pollakiuria
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10003239,Arthralgia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10025482,Malaise
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10037660,Pyrexia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10013886,Dysaesthesia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10016322,"Feeling abnormal"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10029829,Numbness
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10019211,Headache
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10002034,Anaemia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10007152,Candidiasis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10005265,Bloating
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10000060,"Abdominal distension"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10014893,Enterocolitis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10009887,Colitis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10018386,Glossitis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10000081,"Abdominal pain"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10016769,Flatus
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10016766,Flatulence
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10028813,Nausea
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10010774,Constipation
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10012735,Diarrhoea
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10023084,Itching
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10020751,Hypersensitivity
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10034966,Photosensitivity
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10015123,Erethism
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10025421,Macule
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10015150,Erythema
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10015218,"Erythema multiforme"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10027011,Measles
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10037844,Rash
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10020751,Hypersensitivity
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10015123,Erethism
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10001488,Aggression
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10002855,Anxiety
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10019063,Hallucination
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10013395,Disorientation
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10010305,"Confusional state"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10010300,Confusion
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10016373,"Feelings of weakness"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10028411,Myalgia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10039020,Rhabdomyolysis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10028303,"Muscle dissolution"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10035664,Pneumonia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10022617,"Interstitial pneumonia"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10011376,Crepitations
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10037660,Pyrexia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10013968,Dyspnoea
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10011224,Cough
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10035664,Pneumonia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10022617,"Interstitial pneumonia"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10021036,Hyponatraemia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10038428,"Renal disorder"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10029117,Nephritis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10029134,"Nephritis interstitial"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10030081,"Oculomucocutaneous syndrome"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10014986,"Epidermal necrolysis"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10028851,Necrosis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10019663,"Hepatic failure"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10023126,Jaundice
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10019674,"Hepatic function disorder"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10019717,Hepatitis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10019772,"Hepatitis fulminant"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10002034,Anaemia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10018916,"Haemolytic anaemia"
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10018910,Haemolysis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10001507,Agranulocytosis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10033661,Pancytopenia
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10010904,Convulsion
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10006482,Bronchospasm
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10030095,Oedema
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10002424,Angioedema
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10002218,Anaphylaxis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10040560,Shock
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10002218,Anaphylaxis
200329,"omeprazole 40 MG Delayed Release Oral Capsule",10040560,Shock
153822,"candesartan cilexetil 4 MG Oral Tablet",10020772,Hypertension
153822,"candesartan cilexetil 4 MG Oral Tablet",10002034,Anaemia
153822,"candesartan cilexetil 4 MG Oral Tablet",10002034,Anaemia
153822,"candesartan cilexetil 4 MG Oral Tablet",10038451,"Renal function abnormal"
153822,"candesartan cilexetil 4 MG Oral Tablet",10021097,Hypotension
153822,"candesartan cilexetil 4 MG Oral Tablet",10013577,"Dizziness on standing up"
153822,"candesartan cilexetil 4 MG Oral Tablet",10020772,Hypertension
153822,"candesartan cilexetil 4 MG Oral Tablet",10007554,"Cardiac failure"
153822,"candesartan cilexetil 4 MG Oral Tablet",10007558,"Cardiac failure chronic"
153822,"candesartan cilexetil 4 MG Oral Tablet",10007554,"Cardiac failure"
153822,"candesartan cilexetil 4 MG Oral Tablet",10007558,"Cardiac failure chronic"
153822,"candesartan cilexetil 4 MG Oral Tablet",10003239,Arthralgia
153822,"candesartan cilexetil 4 MG Oral Tablet",10021036,Hyponatraemia
153822,"candesartan cilexetil 4 MG Oral Tablet",10000186,"Abnormal vision"
153822,"candesartan cilexetil 4 MG Oral Tablet",10030095,Oedema
153822,"candesartan cilexetil 4 MG Oral Tablet",10016373,"Feelings of weakness"
153822,"candesartan cilexetil 4 MG Oral Tablet",10025482,Malaise
153822,"candesartan cilexetil 4 MG Oral Tablet",10037032,Proteinuria
153822,"candesartan cilexetil 4 MG Oral Tablet",10002034,Anaemia
153822,"candesartan cilexetil 4 MG Oral Tablet",10013082,Discomfort
153822,"candesartan cilexetil 4 MG Oral Tablet",10017822,"Gastric ulcer"
153822,"candesartan cilexetil 4 MG Oral Tablet",10010774,Constipation
153822,"candesartan cilexetil 4 MG Oral Tablet",10015026,"Epigastric pain"
153822,"candesartan cilexetil 4 MG Oral Tablet",10028813,Nausea
153822,"candesartan cilexetil 4 MG Oral Tablet",10029829,Numbness
153822,"candesartan cilexetil 4 MG Oral Tablet",10040000,"Sensation of heaviness"
153822,"candesartan cilexetil 4 MG Oral Tablet",10019211,Headache
153822,"candesartan cilexetil 4 MG Oral Tablet",10015856,Extrasystoles
153822,"candesartan cilexetil 4 MG Oral Tablet",10033557,Palpitations
153822,"candesartan cilexetil 4 MG Oral Tablet",10006093,Bradycardia
153822,"candesartan cilexetil 4 MG Oral Tablet",10021097,Hypotension
153822,"candesartan cilexetil 4 MG Oral Tablet",10013577,"Dizziness on standing up"
153822,"candesartan cilexetil 4 MG Oral Tablet",10023084,Itching
153822,"candesartan cilexetil 4 MG Oral Tablet",10037844,Rash
153822,"candesartan cilexetil 4 MG Oral Tablet",10020751,Hypersensitivity
153822,"candesartan cilexetil 4 MG Oral Tablet",10015123,Erethism
153822,"candesartan cilexetil 4 MG Oral Tablet",10020772,Hypertension
153822,"candesartan cilexetil 4 MG Oral Tablet",10003239,Arthralgia
153822,"candesartan cilexetil 4 MG Oral Tablet",10028411,Myalgia
153822,"candesartan cilexetil 4 MG Oral Tablet",10003988,"Back pain"
153822,"candesartan cilexetil 4 MG Oral Tablet",10021036,Hyponatraemia
153822,"candesartan cilexetil 4 MG Oral Tablet",10030095,Oedema
153822,"candesartan cilexetil 4 MG Oral Tablet",10036018,Pollakiuria
153822,"candesartan cilexetil 4 MG Oral Tablet",10015090,Epistaxis
153822,"candesartan cilexetil 4 MG Oral Tablet",10016373,"Feelings of weakness"
153822,"candesartan cilexetil 4 MG Oral Tablet",10025482,Malaise
153822,"candesartan cilexetil 4 MG Oral Tablet",10037032,Proteinuria
153822,"candesartan cilexetil 4 MG Oral Tablet",10002034,Anaemia
153822,"candesartan cilexetil 4 MG Oral Tablet",10012735,Diarrhoea
153822,"candesartan cilexetil 4 MG Oral Tablet",10015026,"Epigastric pain"
153822,"candesartan cilexetil 4 MG Oral Tablet",10013082,Discomfort
153822,"candesartan cilexetil 4 MG Oral Tablet",10028813,Nausea
153822,"candesartan cilexetil 4 MG Oral Tablet",10029829,Numbness
153822,"candesartan cilexetil 4 MG Oral Tablet",10029847,"Numbness of limbs"
153822,"candesartan cilexetil 4 MG Oral Tablet",10029829,Numbness
153822,"candesartan cilexetil 4 MG Oral Tablet",10029852,"Numbness of tongue"
153822,"candesartan cilexetil 4 MG Oral Tablet",10040000,"Sensation of heaviness"
153822,"candesartan cilexetil 4 MG Oral Tablet",10019211,Headache
153822,"candesartan cilexetil 4 MG Oral Tablet",10016565,Fibrillation
153822,"candesartan cilexetil 4 MG Oral Tablet",10003658,"Atrial fibrillation"
153822,"candesartan cilexetil 4 MG Oral Tablet",10015856,Extrasystoles
153822,"candesartan cilexetil 4 MG Oral Tablet",10033557,Palpitations
153822,"candesartan cilexetil 4 MG Oral Tablet",10013577,"Dizziness on standing up"
153822,"candesartan cilexetil 4 MG Oral Tablet",10020751,Hypersensitivity
153822,"candesartan cilexetil 4 MG Oral Tablet",10034966,Photosensitivity
153822,"candesartan cilexetil 4 MG Oral Tablet",10015123,Erethism
153822,"candesartan cilexetil 4 MG Oral Tablet",10023084,Itching
153822,"candesartan cilexetil 4 MG Oral Tablet",10027011,Measles
153822,"candesartan cilexetil 4 MG Oral Tablet",10014184,Eczema
153822,"candesartan cilexetil 4 MG Oral Tablet",10037844,Rash
153822,"candesartan cilexetil 4 MG Oral Tablet",10020751,Hypersensitivity
